fact_id,state_id,year_id,category_id,cases
161,5,1,14,7
162,5,1,15,0
163,5,1,16,18
164,5,1,17,0
165,5,1,18,0
166,5,1,19,0
167,5,1,20,0
168,5,1,21,0
169,5,1,22,397
170,5,1,23,0
171,5,1,24,75
172,5,1,25,28
173,5,1,26,2611
174,5,1,27,643
175,5,1,28,895
176,5,1,29,408
177,5,1,30,249
178,5,1,31,416
179,5,1,32,916
180,5,1,33,63
181,5,1,34,10
182,5,1,35,64
183,5,1,36,0
184,5,1,37,0
185,5,1,38,0
186,5,1,39,79
187,5,1,40,14
188,5,1,41,192
189,5,1,42,4052
190,5,1,43,0
191,5,1,44,0
192,5,1,45,0
193,5,1,46,0
194,5,1,47,1
195,5,1,48,1
196,5,1,49,4450
1422,6,1,1,0
1423,6,1,2,6
1424,6,1,3,0
1425,6,1,4,0
1426,6,1,5,0
1427,6,1,6,0
1428,6,1,7,6
1429,6,1,8,0
1430,6,1,9,0
1431,6,1,10,0
1432,6,1,11,11
1433,6,1,12,5
1434,6,1,13,2
1435,6,1,14,4
1436,6,1,15,0
1437,6,1,16,0
1438,6,1,17,0
1439,6,1,18,0
1440,6,1,19,0
1441,6,1,20,0
1442,6,1,21,0
1443,6,1,22,17
1444,6,1,23,0
1445,6,1,24,1
1446,6,1,25,0
1447,6,1,26,0
1448,6,1,27,0
1449,6,1,28,0
1450,6,1,29,0
1451,6,1,30,0
1452,6,1,31,0
1453,6,1,32,2
1454,6,1,33,0
1455,6,1,34,0
1456,6,1,35,0
1457,6,1,36,0
1458,6,1,37,0
1459,6,1,38,0
1460,6,1,39,0
1461,6,1,40,0
1462,6,1,41,3
1463,6,1,42,6
1464,6,1,43,0
1465,6,1,44,0
1466,6,1,45,0
1467,6,1,46,0
1468,6,1,47,0
1469,6,1,48,0
1470,6,1,49,23
197,7,1,1,0
198,7,1,2,16
199,7,1,3,0
200,7,1,4,0
201,7,1,5,0
202,7,1,6,7
203,7,1,7,3
204,7,1,8,6
205,7,1,9,0
206,7,1,10,0
207,7,1,11,293
208,7,1,12,20
209,7,1,13,83
210,7,1,14,185
211,7,1,15,0
212,7,1,16,5
213,7,1,17,0
214,7,1,18,0
215,7,1,19,0
216,7,1,20,0
217,7,1,21,1
218,7,1,22,310
219,7,1,23,1
220,7,1,24,0
221,7,1,25,0
222,7,1,26,29
223,7,1,27,4
224,7,1,28,0
225,7,1,29,15
226,7,1,30,6
227,7,1,31,4
228,7,1,32,36
229,7,1,33,1
230,7,1,34,0
231,7,1,35,0
232,7,1,36,0
233,7,1,37,0
234,7,1,38,0
235,7,1,39,4
236,7,1,40,0
237,7,1,41,40
238,7,1,42,111
239,7,1,43,52
240,7,1,44,0
241,7,1,45,0
242,7,1,46,0
243,7,1,47,0
244,7,1,48,52
245,7,1,49,473
1471,8,1,1,0
1472,8,1,2,2
1473,8,1,3,0
1474,8,1,4,0
1475,8,1,5,0
1476,8,1,6,2
1477,8,1,7,0
1478,8,1,8,0
1479,8,1,9,0
1480,8,1,10,0
1481,8,1,11,4
1482,8,1,12,0
1483,8,1,13,4
1484,8,1,14,0
1485,8,1,15,0
1486,8,1,16,0
1487,8,1,17,0
1488,8,1,18,0
1489,8,1,19,0
1490,8,1,20,0
1491,8,1,21,0
1492,8,1,22,6
1493,8,1,23,0
1494,8,1,24,0
1495,8,1,25,0
1496,8,1,26,0
1497,8,1,27,0
1498,8,1,28,0
1499,8,1,29,0
1500,8,1,30,0
1501,8,1,31,0
1502,8,1,32,0
1503,8,1,33,0
1504,8,1,34,0
1505,8,1,35,0
1506,8,1,36,0
1507,8,1,37,0
1508,8,1,38,0
1509,8,1,39,0
1510,8,1,40,0
1511,8,1,41,0
1512,8,1,42,0
1513,8,1,43,0
1514,8,1,44,0
1515,8,1,45,0
1516,8,1,46,0
1517,8,1,47,0
1518,8,1,48,0
1519,8,1,49,6
1520,9,1,1,1
1521,9,1,2,49
1522,9,1,3,6
1523,9,1,4,0
1524,9,1,5,6
1525,9,1,6,0
1526,9,1,7,31
1527,9,1,8,7
1528,9,1,9,5
1529,9,1,10,0
1530,9,1,11,61
1531,9,1,12,9
1532,9,1,13,34
1533,9,1,14,9
1534,9,1,15,0
1535,9,1,16,9
1536,9,1,17,0
1537,9,1,18,0
1538,9,1,19,0
1539,9,1,20,0
1540,9,1,21,17
1541,9,1,22,128
1542,9,1,23,0
1543,9,1,24,18
1544,9,1,25,2
1545,9,1,26,163
1546,9,1,27,6
1547,9,1,28,7
1548,9,1,29,35
1549,9,1,30,12
1550,9,1,31,103
1551,9,1,32,58
1552,9,1,33,1
1553,9,1,34,0
1554,9,1,35,3
1555,9,1,36,0
1556,9,1,37,0
1557,9,1,38,0
1558,9,1,39,9
1559,9,1,40,0
1560,9,1,41,25
1561,9,1,42,279
1562,9,1,43,0
1563,9,1,44,0
1564,9,1,45,0
1565,9,1,46,0
1566,9,1,47,0
1567,9,1,48,0
1568,9,1,49,407
246,10,1,1,1
247,10,1,2,56
248,10,1,3,1
249,10,1,4,0
250,10,1,5,1
251,10,1,6,0
252,10,1,7,7
253,10,1,8,48
254,10,1,9,0
255,10,1,10,2
256,10,1,11,16
257,10,1,12,6
258,10,1,13,1
259,10,1,14,8
260,10,1,15,1
261,10,1,16,0
262,10,1,17,0
263,10,1,18,0
264,10,1,19,0
265,10,1,20,0
266,10,1,21,0
267,10,1,22,75
268,10,1,23,0
269,10,1,24,0
270,10,1,25,0
271,10,1,26,0
272,10,1,27,0
273,10,1,28,0
274,10,1,29,0
275,10,1,30,0
276,10,1,31,0
277,10,1,32,8
278,10,1,33,0
279,10,1,34,0
280,10,1,35,0
281,10,1,36,0
282,10,1,37,0
283,10,1,38,0
284,10,1,39,2
285,10,1,40,0
286,10,1,41,1
287,10,1,42,11
288,10,1,43,0
289,10,1,44,0
290,10,1,45,0
291,10,1,46,0
292,10,1,47,0
293,10,1,48,0
294,10,1,49,86
295,11,1,1,0
296,11,1,2,305
297,11,1,3,3
298,11,1,4,0
299,11,1,5,3
300,11,1,6,2
301,11,1,7,254
302,11,1,8,34
303,11,1,9,12
304,11,1,10,0
305,11,1,11,136
306,11,1,12,65
307,11,1,13,57
308,11,1,14,10
309,11,1,15,0
310,11,1,16,4
311,11,1,17,0
312,11,1,18,0
313,11,1,19,0
314,11,1,20,2
315,11,1,21,33
316,11,1,22,476
317,11,1,23,4
318,11,1,24,43
319,11,1,25,8
320,11,1,26,112
321,11,1,27,9
322,11,1,28,10
323,11,1,29,49
324,11,1,30,7
325,11,1,31,37
326,11,1,32,1034
327,11,1,33,68
328,11,1,34,0
329,11,1,35,3
330,11,1,36,0
331,11,1,37,0
332,11,1,38,0
333,11,1,39,37
334,11,1,40,0
335,11,1,41,195
336,11,1,42,1504
337,11,1,43,0
338,11,1,44,0
339,11,1,45,0
340,11,1,46,0
341,11,1,47,15
342,11,1,48,15
343,11,1,49,1995
344,12,1,1,0
345,12,1,2,121
346,12,1,3,11
347,12,1,4,1
348,12,1,5,10
349,12,1,6,2
350,12,1,7,61
351,12,1,8,34
352,12,1,9,13
353,12,1,10,0
354,12,1,11,198
355,12,1,12,56
356,12,1,13,111
357,12,1,14,4
358,12,1,15,0
359,12,1,16,27
360,12,1,17,0
361,12,1,18,0
362,12,1,19,0
363,12,1,20,2
364,12,1,21,4
365,12,1,22,325
366,12,1,23,1
367,12,1,24,35
368,12,1,25,0
369,12,1,26,11
370,12,1,27,0
371,12,1,28,0
372,12,1,29,3
373,12,1,30,0
374,12,1,31,8
375,12,1,32,239
376,12,1,33,44
377,12,1,34,1
378,12,1,35,1
379,12,1,36,0
380,12,1,37,0
381,12,1,38,0
382,12,1,39,7
383,12,1,40,0
384,12,1,41,65
385,12,1,42,404
386,12,1,43,0
387,12,1,44,0
388,12,1,45,0
389,12,1,46,0
390,12,1,47,22
391,12,1,48,22
392,12,1,49,751
393,13,1,1,0
394,13,1,2,77
395,13,1,3,2
396,13,1,4,1
397,13,1,5,1
398,13,1,6,0
399,13,1,7,4
400,13,1,8,69
401,13,1,9,2
402,13,1,10,0
403,13,1,11,24
404,13,1,12,0
405,13,1,13,22
406,13,1,14,2
407,13,1,15,0
408,13,1,16,0
409,13,1,17,0
410,13,1,18,0
411,13,1,19,0
412,13,1,20,0
413,13,1,21,0
414,13,1,22,101
415,13,1,23,0
416,13,1,24,2
417,13,1,25,0
418,13,1,26,7
419,13,1,27,0
420,13,1,28,1
421,13,1,29,0
422,13,1,30,0
423,13,1,31,6
424,13,1,32,17
425,13,1,33,0
426,13,1,34,0
427,13,1,35,0
428,13,1,36,0
429,13,1,37,0
430,13,1,38,0
431,13,1,39,0
432,13,1,40,0
433,13,1,41,0
434,13,1,42,26
435,13,1,43,0
436,13,1,44,0
437,13,1,45,0
438,13,1,46,0
439,13,1,47,0
440,13,1,48,0
441,13,1,49,127
1569,14,1,1,0
1570,14,1,2,116
1571,14,1,3,0
1572,14,1,4,0
1573,14,1,5,0
1574,14,1,6,0
1575,14,1,7,6
1576,14,1,8,105
1577,14,1,9,5
1578,14,1,10,1
1579,14,1,11,46
1580,14,1,12,24
1581,14,1,13,13
1582,14,1,14,2
1583,14,1,15,0
1584,14,1,16,7
1585,14,1,17,0
1586,14,1,18,0
1587,14,1,19,0
1588,14,1,20,0
1589,14,1,21,6
1590,14,1,22,169
1591,14,1,23,0
1592,14,1,24,1
1593,14,1,25,0
1594,14,1,26,2
1595,14,1,27,0
1596,14,1,28,2
1597,14,1,29,0
1598,14,1,30,0
1599,14,1,31,0
1600,14,1,32,0
1601,14,1,33,0
1602,14,1,34,1
1603,14,1,35,0
1604,14,1,36,0
1605,14,1,37,0
1606,14,1,38,0
1607,14,1,39,0
1608,14,1,40,0
1609,14,1,41,4
1610,14,1,42,8
1611,14,1,43,0
1612,14,1,44,0
1613,14,1,45,8
1614,14,1,46,0
1615,14,1,47,0
1616,14,1,48,8
1617,14,1,49,185
442,15,1,1,0
443,15,1,2,966
444,15,1,3,126
445,15,1,4,20
446,15,1,5,106
447,15,1,6,140
448,15,1,7,479
449,15,1,8,161
450,15,1,9,60
451,15,1,10,0
452,15,1,11,26
453,15,1,12,6
454,15,1,13,15
455,15,1,14,0
456,15,1,15,0
457,15,1,16,5
458,15,1,17,0
459,15,1,18,0
460,15,1,19,0
461,15,1,20,0
462,15,1,21,1
463,15,1,22,993
464,15,1,23,0
465,15,1,24,7
466,15,1,25,0
467,15,1,26,43
468,15,1,27,4
469,15,1,28,9
470,15,1,29,12
471,15,1,30,18
472,15,1,31,0
473,15,1,32,17
474,15,1,33,12
475,15,1,34,0
476,15,1,35,0
477,15,1,36,0
478,15,1,37,0
479,15,1,38,0
480,15,1,39,7
481,15,1,40,0
482,15,1,41,0
483,15,1,42,86
484,15,1,43,0
485,15,1,44,0
486,15,1,45,0
487,15,1,46,0
488,15,1,47,0
489,15,1,48,0
490,15,1,49,1079
491,16,1,1,7
492,16,1,2,20806
493,16,1,3,136
494,16,1,4,30
495,16,1,5,106
496,16,1,6,11
497,16,1,7,2411
498,16,1,8,18166
499,16,1,9,82
500,16,1,10,1
501,16,1,11,1007
502,16,1,12,331
503,16,1,13,261
504,16,1,14,341
505,16,1,15,4
506,16,1,16,70
507,16,1,17,0
508,16,1,18,0
509,16,1,19,0
510,16,1,20,6
511,16,1,21,43
512,16,1,22,21870
513,16,1,23,2
514,16,1,24,4
515,16,1,25,0
516,16,1,26,0
517,16,1,27,0
518,16,1,28,0
519,16,1,29,0
520,16,1,30,0
521,16,1,31,0
522,16,1,32,5
523,16,1,33,1
524,16,1,34,0
525,16,1,35,0
526,16,1,36,0
527,16,1,37,0
528,16,1,38,0
529,16,1,39,1
530,16,1,40,4
531,16,1,41,1
532,16,1,42,18
533,16,1,43,0
534,16,1,44,0
535,16,1,45,0
536,16,1,46,0
537,16,1,47,1
538,16,1,48,1
539,16,1,49,21889
540,17,1,1,3
541,17,1,2,643
542,17,1,3,14
543,17,1,4,1
544,17,1,5,13
545,17,1,6,3
546,17,1,7,76
547,17,1,8,526
548,17,1,9,24
549,17,1,10,2
550,17,1,11,432
551,17,1,12,19
552,17,1,13,85
553,17,1,14,321
554,17,1,15,2
555,17,1,16,5
556,17,1,17,0
557,17,1,18,0
558,17,1,19,0
559,17,1,20,0
560,17,1,21,9
561,17,1,22,1089
562,17,1,23,0
563,17,1,24,51
564,17,1,25,4
565,17,1,26,117
566,17,1,27,6
567,17,1,28,0
568,17,1,29,60
569,17,1,30,45
570,17,1,31,6
571,17,1,32,1719
572,17,1,33,8
573,17,1,34,0
574,17,1,35,30
575,17,1,36,0
576,17,1,37,0
577,17,1,38,0
578,17,1,39,10
579,17,1,40,0
580,17,1,41,171
581,17,1,42,2110
582,17,1,43,0
583,17,1,44,0
584,17,1,45,0
585,17,1,46,0
586,17,1,47,96
587,17,1,48,96
588,17,1,49,3295
1618,18,1,1,0
1619,18,1,2,0
1620,18,1,3,0
1621,18,1,4,0
1622,18,1,5,0
1623,18,1,6,0
1624,18,1,7,0
1625,18,1,8,0
1626,18,1,9,0
1627,18,1,10,0
1628,18,1,11,0
1629,18,1,12,0
1630,18,1,13,0
1631,18,1,14,0
1632,18,1,15,0
1633,18,1,16,0
1634,18,1,17,0
1635,18,1,18,0
1636,18,1,19,0
1637,18,1,20,0
1638,18,1,21,0
1639,18,1,22,0
1640,18,1,23,0
1641,18,1,24,0
1642,18,1,25,0
1643,18,1,26,0
1644,18,1,27,0
1645,18,1,28,0
1646,18,1,29,0
1647,18,1,30,0
1648,18,1,31,0
1649,18,1,32,0
1650,18,1,33,0
1651,18,1,34,0
1652,18,1,35,0
1653,18,1,36,0
1654,18,1,37,0
1655,18,1,38,0
1656,18,1,39,0
1657,18,1,40,0
1658,18,1,41,0
1659,18,1,42,0
1660,18,1,43,0
1661,18,1,44,0
1662,18,1,45,0
1663,18,1,46,0
1664,18,1,47,1
1665,18,1,48,1
1666,18,1,49,1
1667,19,1,1,0
1668,19,1,2,0
1669,19,1,3,0
1670,19,1,4,0
1671,19,1,5,0
1672,19,1,6,0
1673,19,1,7,0
1674,19,1,8,0
1675,19,1,9,0
1676,19,1,10,0
1677,19,1,11,1
1678,19,1,12,0
1679,19,1,13,1
1680,19,1,14,0
1681,19,1,15,0
1682,19,1,16,0
1683,19,1,17,0
1684,19,1,18,0
1685,19,1,19,0
1686,19,1,20,0
1687,19,1,21,0
1688,19,1,22,1
1689,19,1,23,0
1690,19,1,24,0
1691,19,1,25,0
1692,19,1,26,0
1693,19,1,27,0
1694,19,1,28,0
1695,19,1,29,0
1696,19,1,30,0
1697,19,1,31,0
1698,19,1,32,0
1699,19,1,33,0
1700,19,1,34,0
1701,19,1,35,0
1702,19,1,36,0
1703,19,1,37,0
1704,19,1,38,0
1705,19,1,39,0
1706,19,1,40,0
1707,19,1,41,0
1708,19,1,42,0
1709,19,1,43,0
1710,19,1,44,0
1711,19,1,45,0
1712,19,1,46,0
1713,19,1,47,0
1714,19,1,48,0
1715,19,1,49,1
589,20,1,1,0
590,20,1,2,191
591,20,1,3,2
592,20,1,4,1
593,20,1,5,1
594,20,1,6,1
595,20,1,7,19
596,20,1,8,159
597,20,1,9,10
598,20,1,10,0
599,20,1,11,68
600,20,1,12,23
601,20,1,13,35
602,20,1,14,5
603,20,1,15,0
604,20,1,16,5
605,20,1,17,0
606,20,1,18,1
607,20,1,19,0
608,20,1,20,1
609,20,1,21,6
610,20,1,22,267
611,20,1,23,5
612,20,1,24,68
613,20,1,25,2
614,20,1,26,91
615,20,1,27,0
616,20,1,28,3
617,20,1,29,61
618,20,1,30,10
619,20,1,31,17
620,20,1,32,78
621,20,1,33,7
622,20,1,34,4
623,20,1,35,0
624,20,1,36,0
625,20,1,37,0
626,20,1,38,0
627,20,1,39,20
628,20,1,40,4
629,20,1,41,134
630,20,1,42,413
631,20,1,43,4
632,20,1,44,0
633,20,1,45,0
634,20,1,46,0
635,20,1,47,1
636,20,1,48,5
637,20,1,49,685
638,21,1,1,7
639,21,1,2,746
640,21,1,3,6
641,21,1,4,2
642,21,1,5,4
643,21,1,6,8
644,21,1,7,474
645,21,1,8,248
646,21,1,9,10
647,21,1,10,0
648,21,1,11,173
649,21,1,12,91
650,21,1,13,47
651,21,1,14,20
652,21,1,15,5
653,21,1,16,10
654,21,1,17,0
655,21,1,18,0
656,21,1,19,0
657,21,1,20,0
658,21,1,21,34
659,21,1,22,960
660,21,1,23,8
661,21,1,24,411
662,21,1,25,41
663,21,1,26,2075
664,21,1,27,229
665,21,1,28,99
666,21,1,29,158
667,21,1,30,229
668,21,1,31,1360
669,21,1,32,3743
670,21,1,33,66
671,21,1,34,4
672,21,1,35,38
673,21,1,36,0
674,21,1,37,0
675,21,1,38,0
676,21,1,39,71
677,21,1,40,10
678,21,1,41,664
679,21,1,42,7131
680,21,1,43,11
681,21,1,44,0
682,21,1,45,0
683,21,1,46,0
684,21,1,47,1
685,21,1,48,12
686,21,1,49,8103
687,22,1,1,0
688,22,1,2,1
689,22,1,3,0
690,22,1,4,0
691,22,1,5,0
692,22,1,6,0
693,22,1,7,0
694,22,1,8,1
695,22,1,9,0
696,22,1,10,0
697,22,1,11,1
698,22,1,12,0
699,22,1,13,1
700,22,1,14,0
701,22,1,15,0
702,22,1,16,0
703,22,1,17,0
704,22,1,18,0
705,22,1,19,0
706,22,1,20,0
707,22,1,21,0
708,22,1,22,2
709,22,1,23,0
710,22,1,24,0
711,22,1,25,0
712,22,1,26,0
713,22,1,27,0
714,22,1,28,0
715,22,1,29,0
716,22,1,30,0
717,22,1,31,0
718,22,1,32,0
719,22,1,33,0
720,22,1,34,0
721,22,1,35,0
722,22,1,36,0
723,22,1,37,0
724,22,1,38,0
725,22,1,39,0
726,22,1,40,0
727,22,1,41,1
728,22,1,42,1
729,22,1,43,0
730,22,1,44,0
731,22,1,45,0
732,22,1,46,0
733,22,1,47,0
734,22,1,48,0
735,22,1,49,3
736,23,1,1,0
737,23,1,2,39
738,23,1,3,2
739,23,1,4,0
740,23,1,5,2
741,23,1,6,0
742,23,1,7,8
743,23,1,8,27
744,23,1,9,2
745,23,1,10,0
746,23,1,11,18
747,23,1,12,3
748,23,1,13,9
749,23,1,14,6
750,23,1,15,0
751,23,1,16,0
752,23,1,17,0
753,23,1,18,0
754,23,1,19,0
755,23,1,20,0
756,23,1,21,5
757,23,1,22,62
758,23,1,23,0
759,23,1,24,0
760,23,1,25,0
761,23,1,26,0
762,23,1,27,0
763,23,1,28,0
764,23,1,29,0
765,23,1,30,0
766,23,1,31,0
767,23,1,32,0
768,23,1,33,0
769,23,1,34,0
770,23,1,35,1
771,23,1,36,0
772,23,1,37,0
773,23,1,38,0
774,23,1,39,0
775,23,1,40,1
776,23,1,41,0
777,23,1,42,2
778,23,1,43,0
779,23,1,44,0
780,23,1,45,0
781,23,1,46,0
782,23,1,47,0
783,23,1,48,0
784,23,1,49,64
785,24,1,1,0
786,24,1,2,8
787,24,1,3,1
788,24,1,4,0
789,24,1,5,1
790,24,1,6,0
791,24,1,7,7
792,24,1,8,0
793,24,1,9,0
794,24,1,10,0
795,24,1,11,23
796,24,1,12,19
797,24,1,13,0
798,24,1,14,4
799,24,1,15,0
800,24,1,16,0
801,24,1,17,0
802,24,1,18,0
803,24,1,19,0
804,24,1,20,0
805,24,1,21,0
806,24,1,22,31
807,24,1,23,0
808,24,1,24,0
809,24,1,25,0
810,24,1,26,0
811,24,1,27,0
812,24,1,28,0
813,24,1,29,0
814,24,1,30,0
815,24,1,31,0
816,24,1,32,0
817,24,1,33,0
818,24,1,34,0
819,24,1,35,0
820,24,1,36,0
821,24,1,37,0
822,24,1,38,0
823,24,1,39,0
824,24,1,40,0
825,24,1,41,0
826,24,1,42,0
827,24,1,43,0
828,24,1,44,0
829,24,1,45,0
830,24,1,46,0
831,24,1,47,0
832,24,1,48,0
833,24,1,49,31
834,25,1,1,0
835,25,1,2,1
836,25,1,3,0
837,25,1,4,0
838,25,1,5,0
839,25,1,6,0
840,25,1,7,0
841,25,1,8,1
842,25,1,9,0
843,25,1,10,0
844,25,1,11,1
845,25,1,12,0
846,25,1,13,0
847,25,1,14,1
848,25,1,15,0
849,25,1,16,0
850,25,1,17,0
851,25,1,18,0
852,25,1,19,0
853,25,1,20,0
854,25,1,21,0
855,25,1,22,2
856,25,1,23,0
857,25,1,24,0
858,25,1,25,0
859,25,1,26,0
860,25,1,27,0
861,25,1,28,0
862,25,1,29,0
863,25,1,30,0
864,25,1,31,0
865,25,1,32,0
866,25,1,33,0
867,25,1,34,0
868,25,1,35,0
869,25,1,36,0
870,25,1,37,0
871,25,1,38,0
872,25,1,39,0
873,25,1,40,0
874,25,1,41,0
875,25,1,42,0
876,25,1,43,0
877,25,1,44,0
878,25,1,45,0
879,25,1,46,0
880,25,1,47,0
881,25,1,48,0
882,25,1,49,2
883,26,1,1,0
884,26,1,2,127
885,26,1,3,126
886,26,1,4,10
887,26,1,5,116
888,26,1,6,0
889,26,1,7,1
890,26,1,8,0
891,26,1,9,0
892,26,1,10,0
893,26,1,11,761
894,26,1,12,403
895,26,1,13,289
896,26,1,14,69
897,26,1,15,0
898,26,1,16,0
899,26,1,17,0
900,26,1,18,0
901,26,1,19,0
902,26,1,20,0
903,26,1,21,4
904,26,1,22,892
905,26,1,23,0
906,26,1,24,0
907,26,1,25,0
908,26,1,26,1362
909,26,1,27,136
910,26,1,28,111
911,26,1,29,1081
912,26,1,30,9
913,26,1,31,25
914,26,1,32,0
915,26,1,33,1
916,26,1,34,0
917,26,1,35,0
918,26,1,36,0
919,26,1,37,0
920,26,1,38,0
921,26,1,39,0
922,26,1,40,0
923,26,1,41,30
924,26,1,42,1393
925,26,1,43,0
926,26,1,44,0
927,26,1,45,0
928,26,1,46,0
929,26,1,47,63
930,26,1,48,63
931,26,1,49,2348
1716,27,1,1,0
1717,27,1,2,125
1718,27,1,3,72
1719,27,1,4,0
1720,27,1,5,72
1721,27,1,6,7
1722,27,1,7,4
1723,27,1,8,41
1724,27,1,9,1
1725,27,1,10,0
1726,27,1,11,22
1727,27,1,12,10
1728,27,1,13,7
1729,27,1,14,3
1730,27,1,15,0
1731,27,1,16,2
1732,27,1,17,0
1733,27,1,18,0
1734,27,1,19,0
1735,27,1,20,0
1736,27,1,21,0
1737,27,1,22,147
1738,27,1,23,0
1739,27,1,24,0
1740,27,1,25,0
1741,27,1,26,0
1742,27,1,27,0
1743,27,1,28,0
1744,27,1,29,0
1745,27,1,30,0
1746,27,1,31,0
1747,27,1,32,0
1748,27,1,33,0
1749,27,1,34,0
1750,27,1,35,0
1751,27,1,36,0
1752,27,1,37,0
1753,27,1,38,0
1754,27,1,39,0
1755,27,1,40,0
1756,27,1,41,0
1757,27,1,42,0
1758,27,1,43,0
1759,27,1,44,0
1760,27,1,45,0
1761,27,1,46,0
1762,27,1,47,0
1763,27,1,48,0
1764,27,1,49,147
932,28,1,1,0
933,28,1,2,76
934,28,1,3,17
935,28,1,4,0
936,28,1,5,17
937,28,1,6,1
938,28,1,7,11
939,28,1,8,44
940,28,1,9,3
941,28,1,10,1
942,28,1,11,109
943,28,1,12,22
944,28,1,13,29
945,28,1,14,11
946,28,1,15,0
947,28,1,16,47
948,28,1,17,0
949,28,1,18,0
950,28,1,19,0
951,28,1,20,0
952,28,1,21,32
953,28,1,22,218
954,28,1,23,0
955,28,1,24,14
956,28,1,25,2
957,28,1,26,25
958,28,1,27,0
959,28,1,28,8
960,28,1,29,11
961,28,1,30,2
962,28,1,31,4
